Department,Sex,Mode,Att-S1,Att-S2,Att-S3,Att-S4,Att-S5,Att-S6,Att-S7,Att-S8,Discounts,NO-Re-exams,GPA-S1,GPA-S2,GPA-S3,GPA-S4,GPA-S5,GPA-S6,GPA-S7,GPA-S8,Status 
Electrical-and-Electronics,Male,Fulltime,0.53,0.9,0.92,0.91,0.79,0.72,0.75,0.58,75,0,76.71,79,81.92,85.21,87.4,87.08,94,91.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.65,0.52,0.64,0.64,0.78,0.52,0.74,0.64,25,1,70.14,65,62.42,64.64,66.35,81.67,85,78.33,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.51,0.62,0.58,0.53,0.92,0.53,0.9,0.89,25,1,65.43,60.92,64,64,71.6,84.92,77.3,80.92,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.78,0.71,0.73,0.51,0.89,0.92,0.95,0.99,0,2,59.86,59.92,60.75,63.21,66.35,68.17,81.4,66.5,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.6,0.52,0.8,0.98,0.97,0.94,0.79,0.65,75,0,52.43,52.33,57,63.43,70.8,72.17,69.8,65.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.88,0.94,0.57,0.53,0.93,0.57,0.58,0.68,0,0,69.71,59.58,59.17,64.57,62.6,83.92,86,81.33,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.67,0.82,0.6,0.55,0.95,0.61,0.68,0.6,50,4,63.43,64,58.5,63.43,60.3,72.45,70.5,64.92,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.95,0.96,0.97,0.95,0.86,0.93,0.61,0.74,10,0,78.86,77,75.58,82.57,88.75,84.75,95.6,78.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.89,0.71,0.89,0.84,0.54,0.67,0.75,0.74,100,0,90.14,85.33,85.58,85.36,92.5,94.83,96.4,95.67,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.93,0.97,0.53,0.77,0.76,0.99,0.66,0.84,10,0,87.86,84.83,85.83,76.36,81.4,83.08,88.6,90.5,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.72,0.58,0.77,0.59,0.64,0.95,0.84,0.85,10,5,67.86,67.5,60.83,70,65.4,78.5,84.8,69.67,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.72,0.55,0.62,0.93,0.78,0.65,0.91,0.6,37.5,0,92.57,84.17,84.83,81.14,72.4,86.75,80.8,78.08,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.76,0.5,0.75,0.72,0.89,0.78,0.76,0.94,10,0,68,68.67,63.5,89.29,77.2,88.17,81.9,77.33,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.94,0.87,0.55,0.64,0.55,0.85,0.61,0.5,100,0,74,76.33,67,80.29,73.2,82.5,80.1,74.67,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.66,0.81,0.57,0.95,0.52,0.74,0.67,0.63,10,0,57.14,60.33,53.67,69.57,59.5,62.42,72.4,69.5,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.64,0.82,0.69,0.51,0.97,0.84,0.8,0.97,0,5,58,54.08,55.33,62.79,58.1,70.13,75.2,65.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.97,0.95,0.82,0.75,0.79,0.7,0.66,0.71,0,0,84,79.92,75.25,82.79,86.1,87.92,91.7,91.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.57,0.72,0.9,0.83,0.94,0.74,0.89,0.71,20,0,78.29,82.92,83.5,84.76,94.7,89,94.15,94.08,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.89,0.84,0.54,0.69,0.83,0.6,0.99,0.65,20,0,76,74.25,73.08,80.21,74.9,84.08,84.1,87.33,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.79,0.5,0.65,0.73,0.72,0.93,0.97,0.57,0,0,72.86,73.92,72.48,74.07,73.8,76.5,74.45,84.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.94,0.52,0.75,0.72,0.84,0.56,0.8,0.79,20,0,77.86,79.67,81.42,83.14,80.9,87.58,90.5,91.5,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.56,0.95,0.58,0.54,0.98,0.78,0.97,0.52,20,0,80.86,82.75,81.33,83.29,90.4,89.33,93,94.17,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.78,0.55,0.91,0.93,0.9,0.71,0.86,0.68,100,0,94.36,95.08,86.98,89.43,90.7,94.83,93.5,92.08,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.83,0.61,0.56,0.97,0.67,0.96,0.77,0.99,0,0,68.93,65.33,69.17,80.57,76.7,81.92,80.2,87.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.63,0.69,0.57,0.76,0.63,0.85,0.87,0.8,0,5,62.57,59.67,64.83,73.26,57.4,70.08,73.6,82.92,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.88,0.52,0.95,0.71,0.71,0.92,0.97,0.58,12.5,0,68.29,75.25,68.67,81.43,86.2,87.92,89,89.67,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.73,0.97,0.65,0.85,0.79,0.93,0.78,0.62,100,0,94.14,95.42,95.33,95,94.6,97.25,95.3,95.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.78,0.51,0.75,0.69,0.72,0.53,0.5,0.9,20,0,86.36,79.42,77.58,86.36,84.9,84.83,88,90.75,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.63,0.83,0.78,0.9,0.68,0.71,0.5,0.88,37.5,0,82.64,68,67.83,65.57,76.3,76.17,74.55,79.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.92,0.97,0.58,0.5,0.75,0.76,0.55,0.99,37.5,0,84.43,81.58,79,83.07,83,87.33,90.1,87.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.79,0.79,0.58,0.54,0.95,0.65,0.9,0.55,10,3,81.29,76.08,86.17,85.07,88.3,92.58,95.7,92.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.52,0.52,0.56,0.74,0.54,0.96,0.7,0.64,20,0,72.9,75.17,79.8,78.71,75.6,82.75,73.6,80.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.57,0.95,0.55,0.91,0.88,0.69,0.8,0.94,0,0,78.39,83.08,86,90,91.2,88.75,88.75,86.25,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.82,0.76,0.84,0.95,0.74,0.86,0.58,0.83,31.11000061,1,81.31,82.92,81,80.57,80.7,77.83,87.7,89.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.91,0.58,0.66,0.58,0.91,0.81,0.84,0.77,22.21999931,0,71.3,79.58,79.68,79.79,84.8,88.42,88.08,80.67,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.84,0.88,0.89,0.8,0.83,0.78,0.9,0.65,100,15,61.74,53,64.33,62,67.5,70.17,65.08,61,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.57,0.89,0.77,0.67,0.56,0.78,0.71,0.74,33,3,72.4,68.5,74.87,72.5,62.3,68.25,74.25,67.5,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.57,0.65,0.54,0.74,0.57,0.66,0.59,0.97,20,1,63.89,63.92,69.6,73.93,72.2,78.58,83.9,81.25,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.61,0.61,0.75,0.92,0.84,0.94,0.68,0.57,20,0,63.73,76.5,85.67,86.14,89.8,86.42,90.33,78.17,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.85,0.54,0.66,0.68,0.93,0.62,0.82,0.74,20,0,77.17,83.08,79,83.86,85.4,90.33,85.7,91.58,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.72,0.91,0.89,0.7,0.87,0.72,0.52,0.93,20,0,86.17,90,86.42,88,91,88.75,88.9,89.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.61,0.76,0.97,0.57,0.94,0.99,0.63,0.68,0,0,69.86,80.75,81.92,82.57,85,85.92,88.83,81.25,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.54,0.65,0.63,0.72,0.72,0.93,0.99,0.65,20,5,73.61,81.42,74.85,82.43,81.4,88.42,85.33,89.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.82,0.63,0.69,0.57,0.79,0.76,0.94,0.92,20,0,85.47,83.58,90.88,88.07,89,87.58,91.8,88.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.79,0.69,0.56,0.76,0.63,0.86,0.92,0.53,20,0,78.14,77.83,81.63,85.71,88.4,76.75,83.5,76.17,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.89,0.89,0.76,0.63,0.86,0.94,0.62,0.79,42.22000122,1,68.3,66,74.5,76.07,71.9,74.33,76.33,74.08,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.6,0.63,0.86,0.9,0.92,0.91,0.81,0.83,20,0,81.54,74.58,80.92,82.29,89.8,86.33,89.8,90.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.52,0.92,0.56,0.55,0.56,0.65,0.961,0.8414,50,1,68.61,70.67,67.08,76.21,88.72,89.92,92.33,89.25,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.65,0.59,0.5,0.76,0.79,0.69,0.57,0.8,20,1,88.29,84.42,89.33,82.71,87.9,93.33,90.9,93.92,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.79,0.55,0.87,0.73,0.55,0.54,0.58,0.78,20,23,59.86,55.5,50.83,63.5,57.2,72.83,58.08,59.33,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.66,0.97,0.85,0.86,0.77,0.78,0.6,0.66,33.33000183,0,58.57,64.25,64.67,60.14,68.4,71.58,77.8,79.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.98,0.94,0.76,0.51,0.75,0.74,0.97,0.62,28.88999939,0,70.71,81,85.17,86.29,84.2,83.75,89,90.42,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.7,0.65,0.66,0.86,0.8,0.94,0.81,0.71,0,2,69.93,70.17,70.37,67.57,64.4,71.08,67.5,70.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.63,0.54,0.8,0.87,0.98,0.8,0.54,0.81,0,2,67,75,60.67,69.43,68,74.67,70.08,64.5,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.94,0.78,0.57,0.53,0.94,0.61,0.74,0.86,20,0,89.57,88.5,87.68,89.64,96.33,92.58,88.25,91.58,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.58,0.86,0.53,0.6,0.89,0.67,0.7,0.97,100,0,90.43,87.95,92.58,90.64,98,96.25,91,96,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.78,0.99,0.63,0.68,0.99,0.95,0.75,0.92,20,0,76.5,80.75,83.87,79.43,79.08,81.17,80,88.17,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.85,0.99,0.93,0.68,0.59,0.94,0.93,0.85,0,5,58.71,55.33,58.67,68.64,63,60,68,66.33,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.95,0.72,0.76,0.65,0.98,0.95,0.8,0.66,20,6,60,61.75,66.03,60,59.83,57.08,67,67.33,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.91,0.57,0.63,0.95,0.86,0.94,0.63,0.83,0,0,85.64,89.45,91.83,89.57,97.92,94.33,92.92,85.67,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.77,0.87,0.54,0.59,0.82,0.84,0.76,0.76,20,5,59.36,55.83,60.82,71.43,64.42,66.17,72.5,72.17,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.54,0.93,0.54,0.92,0.97,0.6,0.58,0.62,0,10,57.14,57.17,61.42,67.79,62.83,67.17,69.92,66.67,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.87,0.97,0.75,0.85,0.99,0.93,0.68,0.62,0,0,82.71,72.53,94.83,87.5,92.5,93.42,93.67,92.08,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.57,0.89,0.78,0.73,0.8,0.81,0.961,1,0,0,77.86,83.42,85.5,85.43,87.77,86.33,87.58,88.08,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.67,0.93,0.65,0.96,0.87,0.97,0.9221,0.8207,20,0,64.14,72.08,73.08,71.5,79.67,75.17,82.75,80.83,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.73,0.75,0.58,0.67,0.58,0.92,0.9419,0.945,0,1,76.57,77.08,70.75,70.57,90.05,87.33,89.17,85.58,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.86,0.55,0.66,0.66,0.84,0.71,0.8571,0.8207,0,1,70.86,73.75,65.75,65.71,76.17,74.75,78,79.17,Will Graduate
Electrical-and-Electronics,Female,Fulltime,0.53,0.54,0.63,0.51,0.68,0.87,0.7209,0.8165,50,0,94.86,95.25,92.83,90.93,89.57,94.25,91.96,91.67,Will Graduate
Electrical-and-Electronics,Female,Fulltime,0.81,0.94,0.79,0.62,0.75,0.89,0.9419,0.9633,50,0,87.14,94.33,96.17,93.86,96.8,97.42,96.25,96.33,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.69,0.79,0.89,0.56,0.66,0.64,0.9221,0.8966,100,0,65.29,78.67,65.75,63.29,69.33,76.33,82.25,81.92,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.71,0.61,0.96,0.97,0.99,0.52,0.9351,1,20,2,57.43,70.67,58.42,67.57,64.53,68.83,72.08,78.42,Will Graduate
Electrical-and-Electronics,Female,Fulltime,0.66,0.74,0.7,0.81,0.95,0.81,0.9419,0.9174,50,1,66,79.25,69.58,72.29,75.91,69.71,76.08,78.92,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.71,0.62,0.97,0.51,0.64,0.67,0.961,1,100,0,73.57,83.5,86.92,89.64,91.42,91.75,93.83,92.67,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.95,0.73,0.82,0.89,0.5,0.85,0.9419,1,0,0,88.14,87.83,86.83,85.21,85.75,85.67,90.08,91.25,Will Graduate
Electrical-and-Electronics,Male,Fulltime,0.68,0.74,0.64,0.52,0.66,0.75,0.76,0.58,0,0,0,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.99,0.9,0.55,0.53,0.53,0.56,0.7,0.83,0,0,0,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.5,0.93,0.63,0.9,0.6,0.82,0.79,0.99,100,0,0,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.58,0.66,0.58,0.91,0.83,0.9,0.54,0.51,0,0,0,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.63,0.92,0.7,0.77,0.72,0.8,0.86,0.9,100,0,16.43,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.99,0.77,0.87,0.56,0.69,0.77,0.8,0.68,0,0,0,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.6,0.84,0.9,0.99,0.77,0.89,0.62,0.93,0,0,0,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.91,0.86,0.56,0.74,0.52,0.89,0.9,0.85,0,0,16.43,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.95,0.92,0.6681,0.4722,0.78,0.65,0.91,0.59,0,0,52,50.08,29.7,4.29,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.8413,0.1837,0.69,0.85,0.71,0.5,0.87,0.87,0,0,38.21,1.67,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.8618,0.8531,0.74,0.6,0.78,0.61,0.73,0.79,100,0,51.29,64.92,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.4851,0.6,0.96,0.52,0.72,0.54,0.54,0.57,0,0,1.43,1.67,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.7739,0.6872,0.4412,0.67,0.98,0.87,0.95,0.63,0,0,59.29,48.42,37.93,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.9138,0.7678,0.2348,0.79,0.59,0.58,0.63,0.92,0,0,58.36,48.75,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.92,0.61,0.78,0.6,0.63,0.89,0.56,0.63,20,0,0,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.2857,0.61,0.94,0.87,0.55,0.65,0.61,0.58,0,0,10.67,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.5575,0.57,0.62,0.9,0.66,0.62,0.59,0.6,0,0,0,0,0,0,0,0,0,0,Dropout
Electrical-and-Electronics,Male,Fulltime,0.64,0.64,0.8,0.59,0.56,0.53,0.96,0.73,0,0,0,0,0,0,0,0,0,0,Dropout
Civil-Engineering,Male,Fulltime,0.7,0.58,0.81,0.81,0.64,0.79,0.5,0.63,20,0,78.93,78.07,77.5,72.67,78.3,77.5,80.67,81.1,Will Graduate
Civil-Engineering,Male,Fulltime,0.68,0.52,0.56,0.76,0.61,0.78,0.56,0.97,0,0,72.5,65.64,67.33,69.75,71.8,71.92,80.5,77,Will Graduate
Civil-Engineering,Male,Fulltime,0.69,0.52,0.53,0.59,0.87,0.6,0.88,0.62,100,0,79.36,74.57,81.5,82.5,81.1,77.58,85.17,81.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.96,0.95,0.89,0.59,0.79,0.68,0.56,0.74,100,0,84.29,83.93,82.42,77.5,85.8,77.5,78.58,81.4,Will Graduate
Civil-Engineering,Male,Fulltime,0.52,0.89,0.92,0.9,0.77,0.67,0.51,0.56,20,3,77.71,77.86,80.17,78.5,75.2,66,70.92,78.9,Will Graduate
Civil-Engineering,Male,Fulltime,0.77,0.7,0.66,0.72,0.61,0.89,0.62,0.94,100,1,82.86,73.14,71,83,75.1,62.67,80.33,70.82,Will Graduate
Civil-Engineering,Male,Fulltime,0.86,0.97,0.77,0.96,0.97,0.98,0.52,0.64,0,0,68.64,77.14,82.17,86.25,91.4,89.67,83.17,86.8,Will Graduate
Civil-Engineering,Female,Fulltime,0.65,0.85,0.81,0.98,0.99,0.52,0.64,0.62,20,0,80.07,84.43,90.58,88.58,92.6,92.83,87,85.3,Will Graduate
Civil-Engineering,Male,Fulltime,0.71,0.7,0.87,0.75,0.63,0.9,0.64,0.99,25,0,85.57,94.57,94.5,90.83,89.6,92,88.42,89.4,Will Graduate
Civil-Engineering,Male,Fulltime,0.54,0.73,0.55,0.56,0.66,0.6,0.54,0.92,100,0,90.21,87.29,89.33,92.58,96.2,95.08,95.83,94.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.99,0.69,0.98,0.84,0.76,0.77,0.59,0.65,0,4,87.29,62.71,65.17,65.83,72.8,70.08,75.42,76.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.99,0.5,0.52,0.61,0.5,0.66,0.8,0.53,100,0,81.14,80.14,76.58,77.92,82.7,83.25,78.17,75.8,Will Graduate
Civil-Engineering,Male,Fulltime,0.77,0.74,0.89,0.74,0.56,0.57,0.68,0.7,25,2,82.43,80.14,68.83,68.58,76.4,77.92,81.5,78.3,Will Graduate
Civil-Engineering,Male,Fulltime,0.96,0.69,0.57,0.81,0.82,0.67,0.91,0.55,25,0,82.24,86.43,91,93.08,96,89.42,88.67,87.5,Will Graduate
Civil-Engineering,Female,Fulltime,0.53,0.99,0.88,0.94,0.54,0.91,0.92,0.88,50,1,64.21,64.29,70.5,68.58,71.5,73.58,68,75.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.65,0.6,0.56,0.52,0.93,0.57,0.58,0.7,20,0,65.14,63.07,72.67,76.08,74.4,81.42,78.75,79.16,Will Graduate
Civil-Engineering,Male,Fulltime,0.74,0.63,0.94,0.79,0.65,0.89,0.5,0.84,0,0,76.21,77.86,84.83,86.58,88.4,90.08,86.67,88.3,Will Graduate
Civil-Engineering,Male,Fulltime,0.7,0.99,0.87,0.85,0.67,0.81,0.52,0.67,0,1,70.21,59.36,72.25,71.5,79,78.75,71.33,75.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.83,0.63,0.7,0.6,0.92,0.81,0.78,0.5,50,2,71,63,68.42,72.83,69.2,76.42,73,74.66,Will Graduate
Civil-Engineering,Female,Fulltime,0.63,0.68,0.52,0.57,0.77,0.65,0.95,0.79,100,0,84.21,94.57,88.17,91.08,96.6,94.42,93.17,92.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.63,0.76,0.91,0.77,0.62,0.81,0.71,0.59,0,0,83.86,86.79,86.58,83.42,87.4,86.75,86.33,89,Will Graduate
Civil-Engineering,Male,Fulltime,0.85,0.98,0.86,0.87,0.75,0.66,0.55,0.77,0,0,70.64,75.79,80.83,80.42,88.4,87.17,80.17,84.1,Will Graduate
Civil-Engineering,Male,Fulltime,0.72,0.77,0.73,0.82,0.94,0.74,0.9,0.76,100,0,85.79,86.57,85.75,94.42,96.7,96.42,92,92.3,Will Graduate
Civil-Engineering,Male,Fulltime,0.6,0.75,0.94,0.95,0.93,0.83,0.84,0.74,12.5,0,84.57,91,84.83,88.92,93.1,93.58,91.5,85.46,Will Graduate
Civil-Engineering,Male,Fulltime,0.69,0.7,0.97,0.72,0.73,0.99,0.75,0.78,0,10,55.71,52.07,58.17,55.5,55.1,55.83,62.17,68.4,Will Graduate
Civil-Engineering,Male,Fulltime,0.67,0.99,0.95,0.81,0.68,0.5,0.95,0.76,25,1,69.57,66.43,70.58,72,74.5,79.75,80.83,82.1,Will Graduate
Civil-Engineering,Female,Fulltime,0.94,0.95,0.9,0.69,0.74,0.64,0.98,0.97,50,0,84.64,88.29,88.5,86,93.9,89.83,90.33,89.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.84,0.96,0.81,0.64,0.79,0.54,0.84,0.58,20,1,75.71,74.07,77.75,81.25,85.9,89.5,78.83,83.1,Will Graduate
Civil-Engineering,Male,Fulltime,0.89,0.7,0.85,0.64,0.65,0.86,0.86,0.71,100,1,69.07,66.64,64.42,67.67,76.2,69.25,73.5,71.86,Will Graduate
Civil-Engineering,Male,Fulltime,0.97,0.72,0.68,0.77,0.82,0.8,0.53,0.75,20,0,78.14,87,80.67,86.92,88.2,83.83,74.5,79.86,Will Graduate
Civil-Engineering,Male,Fulltime,0.68,0.66,0.75,0.76,0.58,0.61,0.83,0.82,0,0,69.21,74.86,73.5,77,84.1,80.33,78.17,82.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.99,0.8,0.57,0.95,0.53,0.83,0.54,0.73,20,3,77.86,72.5,72.67,77.5,72.8,72.92,77.17,73.96,Will Graduate
Civil-Engineering,Male,Fulltime,0.53,0.95,0.7,0.62,0.51,0.72,0.56,0.65,20,5,62.43,60.29,61.83,61,72.6,63.58,72.67,69.1,Will Graduate
Civil-Engineering,Male,Fulltime,0.57,0.89,0.75,0.58,0.65,0.51,0.61,0.52,20,0,79.43,73.07,73.83,81.33,74.4,76,82.5,83.4,Will Graduate
Civil-Engineering,Male,Fulltime,0.77,0.8,0.7,0.59,0.88,0.62,0.95,0.9,20,0,92.43,78.5,83.17,83.92,89.4,84,84,84.4,Will Graduate
Civil-Engineering,Male,Fulltime,0.66,0.59,0.5,0.72,0.6,0.84,0.9,0.99,20,2,85,67.64,76.58,54.58,77.2,77.17,76.33,73.46,Will Graduate
Civil-Engineering,Male,Fulltime,0.88,0.88,0.74,0.59,0.74,0.93,0.92,0.83,20,1,90.29,75.21,80,80.42,85.2,87.5,80.33,79.86,Will Graduate
Civil-Engineering,Male,Fulltime,0.89,0.95,0.61,0.71,0.7,0.87,0.78,0.78,20,0,69.29,75.57,71.58,78.17,85.7,89.67,89.83,89.76,Will Graduate
Civil-Engineering,Male,Fulltime,0.58,0.57,0.61,0.86,0.94,0.65,0.93,0.7,20,2,74.71,76.57,70.25,77.92,84.8,87.75,83.67,83.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.7,0.91,0.96,0.59,0.54,0.97,0.73,0.75,12,2,82.29,84.43,75.67,77.58,79.3,79,80.33,79.86,Will Graduate
Civil-Engineering,Male,Fulltime,0.57,0.61,0.86,0.94,0.65,0.93,0.71,0.75,44,2,82.43,88.14,79.17,67.67,85.2,75.58,83,80.46,Will Graduate
Civil-Engineering,Male,Fulltime,0.63,0.92,0.69,0.7,0.95,0.63,0.81,0.68,0,0,66.57,61.07,62.75,70.92,78.5,69.67,68.83,74.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.95,0.73,0.81,0.85,0.83,0.6,0.51,0.77,0,0,74.86,70.5,75.42,69.5,81.4,69.67,72.75,72.5,Will Graduate
Civil-Engineering,Male,Fulltime,0.83,0.85,0.74,0.65,0.53,0.73,0.54,0.53,11.10999966,0,83.79,84.36,89.25,87.58,89,90.5,95.08,88.4,Will Graduate
Civil-Engineering,Male,Fulltime,0.53,0.55,0.66,0.67,0.87,0.87,0.72,0.98,0,0,85,87.86,91.92,93.33,97.2,93,92,87.9,Will Graduate
Civil-Engineering,Male,Fulltime,0.78,0.95,0.91,0.71,0.81,0.92,0.67,0.62,0,0,89.36,90.36,91.67,90.42,95.6,91.75,90,88.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.58,0.54,0.96,0.7,0.62,0.5,0.67,0.84,0,0,84.79,78.93,87.75,82.17,85.25,81.83,84.5,87.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.69,0.94,0.64,0.89,0.54,0.52,0.97,0.83,0,0,76.86,75.5,76.67,80.75,86.5,80.17,79.17,84.4,Will Graduate
Civil-Engineering,Male,Fulltime,0.72,0.62,0.93,0.82,0.79,0.99,0.62,0.61,100,0,91.21,92.07,90.67,89.5,89,88.83,92,86.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.69,0.63,0.57,0.96,0.6,0.64,0.92,0.66,0,0,80.43,82,85.25,78.75,90.1,83.5,82.42,83.2,Will Graduate
Civil-Engineering,Male,Fulltime,0.9,0.86,0.6,0.92,0.8,0.77,0.96,0.98,0,0,84.14,86,86.25,88.67,88.5,85.08,90.42,87.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.54,0.76,0.67,0.59,0.95,0.99,0.59,0.51,0,0,84.71,76.86,88,82.42,89.3,86.83,85.17,82.6,Will Graduate
Civil-Engineering,Male,Fulltime,0.75,0.74,0.95,0.54,0.86,0.68,0.81,0.54,33.33000183,0,69.29,72.36,80.08,81.5,83.5,81.83,83.58,86.7,Will Graduate
Civil-Engineering,Male,Fulltime,0.76,0.7,0.7,0.93,0.55,0.96,0.65,0.89,20,11,72.5,65.57,66.75,71.17,69.5,65.42,69.75,77.9,Will Graduate
Civil-Engineering,Female,Fulltime,0.82,0.61,0.59,0.62,0.82,0.76,0.83,0.9,50,0,83.07,72.64,74.08,88.17,83,71,82.92,85.6,Will Graduate
Civil-Engineering,Female,Fulltime,0.77,0.6,0.72,0.78,0.77,0.51,0.74,0.69,50,18,50.57,58.43,54.75,56.5,55.6,57.67,58,60.4,Will Graduate
Civil-Engineering,Male,Fulltime,0.74,0.63,0.93,0.75,0.96,0.56,0.91,0.9,0,0,70.14,68.29,76.67,82.17,88.8,86,83.83,79.9,Will Graduate
Civil-Engineering,Male,Fulltime,0.77,0.65,0.94,0.77,0.53,0.86,0.7,0.93,22.21999931,0,79,87.43,85.58,86.25,87.2,85.08,84.17,85.5,Will Graduate
